"birth_city","citizenship","pct_citizen","total_city_records"
"PELEWESCH","444",100,1
"PELINIA","154",100,1
"PELJEVICI","122",100,1
"PELLUMBAS","121",100,1
"PELOTAS","327",100,1
"PELTY","152",100,1
"PEMBROKE DOCK","168",100,1
"PEMBROKE-DOCK","168",100,1
"PEMBURY","168",100,1
"PEMPO","479",100,1
"PENAFIED","153",100,1
"PENAGOS","161",100,1
"PENALOSA-FUENTE PALMERA","161",100,1
"PENARROYA","161",100,1
"PENARROYA-PUEBLONUEVO","161",100,1
"PENDIK","163",100,1
"PENDIK INSTANBUL","163",100,1
"PENHA","327",100,1
"PENJWIN","438",100,1
"PENNE","137",100,1
"PENNSYLVANIA","368",100,1
"PENRITH","168",100,1
"PENSA","160",100,1
"PENSACOLA","368",100,1
"PENZA","166",100,1
"PEPSUMAJ-SHKODER","137",100,1
"PERAK","482",100,1
"PERALEDA DE LA MATA","161",100,1
"PERAN","150",100,1
"PERANE","150",100,1
"PERASMA","134",100,1
"PERAVOOR KERALA","436",100,1
"PERDASDEFOGU","137",100,1
"PERDIFUMO","137",100,1
"PEREHONIWKA","166",100,1
"PEREIRA","349",100,1
"PERETCHYN","166",100,1
"PERGUIA","137",100,1
"PERISANI","154",100,1
"PERISSORU","154",100,1
"PERLAT","121",100,1
"PERMET","121",100,1
"PEROGUARDA","153",100,1
"PERPELLAC","150",100,1
"PERQEVE","150",100,1
"PERSCHAN","444",100,1
"PERVARI","163",100,1
"PERVOMAISKYI","166",100,1
"PERWOMAISK","166",100,1
"PERWOMAISKIJ","160",100,1
"PERWOMAJSK","166",100,1
"PERWOMAJSKIJ","160",100,1
"PESA","130",100,1
"PESARO","137",100,1
"PESCHIERA DEL GARDA","137",100,1
"PESCHKOWKA","444",100,1
"PESCHTERA","125",100,1
"PESCHTSCHANYJ BROD","160",100,1
"PESCO SANNITA","137",100,1
"PESHANJAR","461",100,1
"PESHKOPIA","121",100,1
"PESHTERA","125",100,1
"PESHTERSKO","125",100,1
"PESTEANA","154",100,1
"PESTSCHANOJE","160",100,1
"PETALING JAYA","439",100,1
"PETARCH","125",100,1
"PETKOVIQ","150",100,1
"PETRESTI","154",100,1
"PETRIC","150",100,1
"PETRICH","125",100,1
"PETRO-MYCHAJLIWKA","166",100,1
"PETRO-WILNJANSK","166",100,1
"PETROC","150",100,1
"PETROPAVLOVSK-KAMCATSKIJ","160",100,1
"PETROPAWLOWSK","444",100,1
"PETROSAVODSK","160",100,1
"PETROTO","134",100,1
"PETROV","125",100,1
"PETROVA","154",100,1
"PETROVAC","170",100,1
"PETROVARADIN","170",100,1
"PETROVE","150",100,1
"PETROVICE GORNJE","122",100,1
"PETRU-RARES","154",100,1
"PEZZE DI GRECO","137",100,1
"PHAGWARA","436",100,1
"PHAGWARA KAPURTHALA","436",100,1
"PHAGWARA PUNJAB","436",100,1
"PHAYAO","476",100,1
"PHICHIT","476",100,1
"PHILIPPSFELD","160",100,1
"PHITSANULOK","476",100,1
"PHRA NAKHON SI AYUTTHAYA","476",100,1
"PHUOC HOA","432",100,1
"PHUOC TUY","432",100,1
"PIACENZA","232",100,1
"PIASECZNO","152",100,1
"PIATRA","154",100,1
"PIAZZA ARMERINE","137",100,1
"PIEDIMONTE ETNEO","137",100,1
"PIEKARY RUDNE","152",100,1
"PIERIA","134",100,1
"PIETA","145",100,1
"PIETON","137",100,1
"PIETRA LIGURE","137",100,1
"PIEVE DI CADORE","137",100,1
"PIGNOLA","137",100,1
"PIJUCI","122",100,1
"PILCHOWITZ","152",100,1
"PILICA","152",100,1
"PILIKWE","227",100,1
"PILIPCUK","166",100,1
"PILZEN","162",100,1
"PILZNO","152",100,1
"PIMPRI MAHARASHTRA","436",100,1
"PINARBASI KAYSERI","163",100,1
"PINARHISAR","163",100,1
"PINARSBASI","163",100,1
"PINEROLO","137",100,1
"PINSK","166",100,1
"PINTAS","161",100,1
"PINTUELES","161",100,1
"PIOMBINO","154",100,1
"PIONKI","152",100,1
"PIOTRKOW","152",100,1
"PIRAHMET","163",100,1
"PIRAN","150",100,1
"PIRDOP","125",100,1
"PIREA","121",100,1
"PIREAS","154",100,1
"PIRLITA","154",100,1
"PIROJPUR","460",100,1
"PIROK","144",100,1
"PIRSCOV","154",100,1
"PIRSULTANLI","163",100,1
"PIRTESTII DE JOS","154",100,1
"PISCHDER","438",100,1
"PISKIWKA","166",100,1
"PISKOWICE","152",100,1
"PISOTSCHNE MYKOLAJIWGEBIET LWIW","166",100,1
"PISSILA","258",100,1
"PISTANE","170",100,1
"PITA","261",100,1
"PITHORAGARH","436",100,1
"PITOMACA","130",100,1
"PITSCHEN","152",100,1
"PITTSBURGH","368",100,1
"PITUSCA","154",100,1
"PIWNE","152",100,1
"PJANOVYCHI","166",100,1
"PJATYCHATKY","166",100,1
"PJONGJANG","467",100,1
"PKTIYA","423",100,1
"PLANCOR","150",100,1
"PLASTUNOWSKAJA","166",100,1
"PLAV","140",100,1
"PLAVNO","130",100,1
"PLECH","151",100,1
"PLEMENTIN","150",100,1
"PLEMETIN","150",100,1
"PLENIBABE","170",100,1
"PLENITA","154",100,1
"PLENTZIA","161",100,1
"PLESEZKE","166",100,1
"PLESZEW","152",100,1
"PLEWEN","125",100,1
"PLJEVJA","140",100,1
"PLODIV","125",100,1
"PLODVIV","125",100,1
"PLOIESTI JUD.PAHOVA","154",100,1
"PLOIESTI PRAHOVA","154",100,1
"PLOISSTI","154",100,1
"PLOISTI","154",100,1
"PLOPII-SLAVUTESTI","154",100,1
"PLOSKIE","152",100,1
"PLOTY","152",100,1
"PLOVDI","125",100,1
"PLOVDIF","125",100,1
"PLOVID","125",100,1
"PLOVIDIV","125",100,1
"PLOVIDV","125",100,1
"PLOVIV","125",100,1
"PLOWDIW","125",100,1
"PLUSKI","152",100,1
"PLVODIV","125",100,1
"PLYMOUTH","168",100,1
"PNIOW","152",100,1
"POBEDA","444",100,1
"POBEDIM","160",100,1
"POBIEDZISKA","152",100,1
"POBITNO","152",100,1
"POBOTSCHNOJE","444",100,1
"POCATKY","164",100,1
"POCHWISTNEWO","160",100,1
"POCINCBKA","166",100,1
"POCTOBCKAR","160",100,1
"POCZYNOK","152",100,1
"PODARI","154",100,1
"PODBORJE","122",100,1
"PODBREGE","144",100,1
"PODDEBICE","152",100,1
"PODEGRODZIE","152",100,1
"PODGORA","122",100,1
"PODGORICE","150",100,1
"PODGORJE","122",100,1
"PODIJEVE","150",100,1
"PODLAPACA","130",100,1
"PODLASKI","152",100,1
"PODLEJK","152",100,1
"PODLESIE SLASKIE","152",100,1
"PODLJESNE","166",100,1
"PODO-KALINIVKA","166",100,1
"PODOSOJE","170",100,1
"PODRASNICA","122",100,1
"PODSOSNOWKA","160",100,1
"PODSTEPNOJE","166",100,1
"PODTYMIEN","152",100,1
"PODU TURCULUI","154",100,1
"PODUJERS","170",100,1
"PODUJEV","150",100,1
"PODUJEVA","150",100,1
"PODUJEWO","150",100,1
"PODURI","154",100,1
"POGANESTI","154",100,1
"POGGIA","137",100,1
"POGO ABRANTES","153",100,1
"POGOANELE","154",100,1
"POGWIZDOW","152",100,1
"POHANG","467",100,1
"POIANA BLENCHII","154",100,1
"POIANA LACULUI","154",100,1
"POIANA MARE","154",100,1
"POINT PEDRO","431",100,1
"POINTE A PIERRE","168",100,1
"POINTE-NOIRE","245",100,1
"POITIERS","154",100,1
"POJAN","121",100,1
"POJAN FIER","137",100,1
"POKLECICI VISOKO","122",100,1
"POKOJISTE","130",100,1
"POKROVSK","166",100,1
"POKROWKA","160",100,1
"POKROWSK","166",100,1
"POL","154",100,1
"POL-KARTER","423",100,1
"POLACA","130",100,1
"POLACI I VJETER","150",100,1
"POLANICA-ZDROJ","152",100,1
"POLATLI","163",100,1
"POLCZYN ZDROJ","152",100,1
"POLCZYNZDROJ","152",100,1
"POLE KHOMRI","423",100,1
"POLEN","152",100,1
"POLESSK","160",100,1
"POLICHNI","134",100,1
"POLIGNANO A MARE","137",100,1
"POLIJE","170",100,1
"POLISKE","166",100,1
"POLISTENA","137",100,1
"POLITANKY","166",100,1
"POLJANA BISKUPECKA","130",100,1
"POLJANCE","150",100,1
"POLJANI","130",100,1
"POLJANI LUK","130",100,1
"POLJANSKI LUG","130",100,1
"POLJE OSTRUZNICA","122",100,1
"POLKOWICE","152",100,1
"POLLA","137",100,1
"POLLENA TROCCHIA","137",100,1
"POLLINA","137",100,1
"POLONIA LOC PRZEWORSK","154",100,1
"POLONIA LOC. ALEKSANDROW KUJAWSKI","154",100,1
"POLONIA LOC. SLUBICE","154",100,1
"POLONNE","166",100,1
"POLOP","161",100,1
"POLOZK","169",100,1
"POLSKI TRAMBESH","125",100,1
"POLTAV OBLAST","166",100,1
"POLTAVA","166",100,1
"POLTAVA OBLAST","166",100,1
"POLTAVSK OBLAST","166",100,1
"POLTAVSKA","166",100,1
"POLTAVSKA OBLAST","166",100,1
"POLTAWA OBL.","166",100,1
"POLTAWA OBLAST","166",100,1
"POLTAWSKA","166",100,1
"POLTAWSKI","160",100,1
"POLUZA","170",100,1
"POLVDIV","125",100,1
"POMAZATIN","132",100,1
"POMBAL","153",100,1
"POMERODE","327",100,1
"POMEZIA","154",100,1
"POMORIE","125",100,1
"POMPEI","137",100,1
"POMYSK WIELKI","152",100,1
"PONARY","152",100,1
"PONASHEC-GJAKOVE","150",100,1
"PONFERRADA","161",100,1
"PONIATOWA","152",100,1
"PONIEC","152",100,1
"PONIJEVO","130",100,1
"PONJATIVKA","166",100,1
"PONOR","170",100,1
"PONOSHEC","150",100,1
"PONOSZOW","152",100,1
"PONT-A-MOUSSON","154",100,1
"PONTA DELGADA","153",100,1
"PONTA GROSSA","327",100,1
"PONTE DE LIMA","153",100,1
"PONTECAGNANO FAIANO","137",100,1
"PONTELONGO","137",100,1
"PONTIAC","368",100,1
"PONTOISE","154",100,1
"POOLE","168",100,1
"POOVAR KERALA","436",100,1
"POP","477",100,1
"POPASNA","166",100,1
"POPE","170",100,1
"POPE KAKANJ","122",100,1
"POPESTI-LEORDENI","154",100,1
"POPGRIGOROVO","125",100,1
"POPILNJA","166",100,1
"POPOVA","132",100,1
"POPOWA WOLA","152",100,1
"POPRAD","155",100,1
"POPSKO","125",100,1
"POPVICEVO","160",100,1
"PORDIM","125",100,1
"PORIRUA","536",100,1
"POROINA MARE","154",100,1
"POROSCHKOVO","166",100,1
"POROSHKOVO","166",100,1
"POROSHKOWO","166",100,1
"PORT ANZALI","439",100,1
"PORT ELIZABETH","263",100,1
"PORT HARCOURT","232",100,1
"PORT LOUIS","129",100,1
"PORT OF SPAIN","371",100,1
"PORT SAID","137",100,1
"PORT SUDAN","224",100,1
"PORT-AU-PRINCE","148",100,1
"PORT-HARCOURT","232",100,1
"PORT.SOURE","153",100,1
"PORTALEGRE","153",100,1
"PORTIMAO","153",100,1
"PORTO ALEGRE","327",100,1
"PORTO ALLEGRE","327",100,1
"PORTO DE MAS","153",100,1
"PORTO GRUARO","125",100,1
"PORTOFERRAIO","137",100,1
"PORTOGRUAIZO","130",100,1
"PORTOVIEJO","336",100,1
"PORTP ALLEGRE","327",100,1
"PORTSMOUTH","168",100,1
"PORTUGALIA LOC.COVILHA","154",100,1
"POSAF","163",100,1
"POSJOLOK","444",100,1
"POSOF (TURKEI","163",100,1
"POSOLI","232",100,1
"POSTA","154",100,1
"POSUSJE","130",100,1
"POTAWA OBL.","166",100,1
"POTENZA","137",100,1
"POTHANICAD","436",100,1
"POTLOGI","154",100,1
"POTOCANI","122",100,1
"POTOCARI","122",100,1
"POUNAN","152",100,1
"POUSA FELORES","153",100,1
"POVADIA","125",100,1
"POVOA DE VARZIM","153",100,1
"POVOZ DE VARZIM","153",100,1
"POZARANJE","170",100,1
"POZAREVAC REPUBLIKA SRBIJA","133",100,1
"POZEVARAS","170",100,1
"POZHARAN","150",100,1
"POZZUOLI","232",100,1
"PR. CATANIA","137",100,1
"PR. LARISSA","134",100,1
"PRACHIN BURI","476",100,1
"PRACHINBURI","476",100,1
"PRACHUAP KHIRI KHAN","476",100,1
"PRAHA","164",100,1
"PRAHA 5","164",100,1
"PRAID","154",100,1
"PRAINHA","327",100,1
"PRAMPRAM","238",100,1
"PRAMSO","238",100,1
"PRASCHNITZ","152",100,1
"PRASPASHTICE","150",100,1
"PRATAU","148",100,1
"PRATO","232",100,1
"PRAVITHANAM KERALA","436",100,1
"PRDRAZIC","122",100,1
"PREDESTI","154",100,1
"PREILI","139",100,1
"PREISWITZ","152",100,1
"PREJMER","154",100,1
"PREKASNICA","170",100,1
"PREKAZ I EPERM","150",100,1
"PREKODOLCE","170",100,1
"PRELEZ","125",100,1
"PREOBRAZHENKA","166",100,1
"PREOCICA","122",100,1
"PREPELITA","146",100,1
"PRESCHEWALSKOE","444",100,1
"PRESICCE","137",100,1
"PRESOVO","170",100,1
"PRESTON","154",100,1
"PRETEZANA","170",100,1
"PRETORIA","263",100,1
"PREUSSISCH KRAWARN","152",100,1
"PREVEZIS","134",100,1
"PRIBELJA GLAMOC","122",100,1
"PRIBITKOVICI","122",100,1
"PRIBOVCE","170",100,1
"PRIBRAM","155",100,1
"PRICAZ","154",100,1
"PRIDRAZICI","122",100,1
"PRIENUR","142",100,1
"PRILESJE","130",100,1
"PRILUZJE","170",100,1
"PRIOSERNOE","444",100,1
"PRIPEK","125",100,1
"PRIPJAT","166",100,1
"PRIRETSCHNY","160",100,1
"PRIRETSCHOJE","444",100,1
"PRISCHIB","160",100,1
"PRISHIB","425",100,1
"PRISTHINA","150",100,1
"PRISTOL","154",100,1
"PRITERETSCHNOE","160",100,1
"PRITERETSCHNOJE","160",100,1
"PRIVLAKA","130",100,1
"PRIWALNOJE","160",100,1
"PRLITA","170",100,1
"PROBOSZCZOWICE","152",100,1
"PROBSTFELDE","152",100,1
"PROCHLADNY","160",100,1
"PROHLADNIJ","160",100,1
"PROKOP","444",100,1
"PROKOPJEWSK","160",100,1
"PROKOSOVICI","122",100,1
"PROLETARSKOE","160",100,1
"PROMYSCHLENNAJA","160",100,1
"PROSENA","125",100,1
"PROSICI","122",100,1
"PROSZOWICE","152",100,1
"PROVADIYA","125",100,1
"PROVINCE DE NADOR","252",100,1
"PROVINZ ALEPPO","475",100,1
"PROVINZ PAMPANGA","462",100,1
"PROVINZ SALERNO","137",100,1
"PROZOR","130",100,1
"PRSHEWALSK","444",100,1
"PRSHWALSK","160",100,1
"PRUCHNA","152",100,1
"PRUGOC","150",100,1
"PRUGOVAC","170",100,1
"PRUNA (SPANIEN","161",100,1
"PRUT","166",100,1
"PRUZANJ","170",100,1
"PRVI TUNEL","170",100,1
"PRYPJAT","166",100,1
"PRYSTIN","166",100,1
"PRZASNYSZ","152",100,1
"PRZECHOD","152",100,1
"PRZEDBORZ","152",100,1
"PRZEDEDCZ","152",100,1
"PRZEWORSK","152",100,1
"PRZYBIERNOW","152",100,1
"PRZYSUCHA","152",100,1
"PRZYSZOW KATY","152",100,1
"PRZYSZOWICE","152",100,1
"PRZYTULY","152",100,1
"PSARY","152",100,1
"PSTROKONIE","152",100,1
"PSZCYNA","152",100,1
"PTERIA","134",100,1
"PTOLEMAIDA","134",100,1
"PTOLEMAIDA KOZANI","134",100,1
"PTOLEMAIS","134",100,1
"PUEBLA DE DON FADRIQUE","161",100,1
"PUENTE GENIL","161",100,1
"PUENTECESO","161",100,1
"PUERTA SERRANO","161",100,1
"PUERTO BELGRANO","323",100,1
"PUERTO RICO","368",100,1
"PUERTOLLANO (SPANIEN","161",100,1
"PUGACSHEV","444",100,1
"PUHOVAC","122",100,1
"PUIESTI","154",100,1
"PUIG-REIG","161",100,1
"PUIRA","361",100,1
"PUKA","121",100,1
"PULAU PINANG","482",100,1
"PULE KHUMRI","423",100,1
"PULLUR","436",100,1
"PULPINAR","163",100,1
"PUNALUR KERALA","436",100,1
"PUNE","436",100,1
"PURACIC","122",100,1
"PURDA","152",100,1
"PURPE","444",100,1
"PUSCHKINO","160",100,1
"PUT ILITSCHA","444",100,1
"PUT ILJITSCHA","444",100,1
"PUTHUKUDIYIRUPPU","431",100,1
"PUTIGNANO","137",100,1
"PUTIS","130",100,1
"PUTURGE","163",100,1
"PUTUROVCE","132",100,1
"PUTZIG","152",100,1
"PYATIGORSK","160",100,1
"PYLAIA","134",100,1
"PYRGOS","134",100,1
"PYRITZ","152",100,1
"PYRZYCE","152",100,1
"QABB ILYAS","157",100,1
"QABIQ","150",100,1
"QADER KARAM","438",100,1
"QADIS","423",100,1
"QADISIA","438",100,1
"QAHTANIYA","475",100,1
"QAHTANIYAH","475",100,1
"QALA-E-SHAHI","423",100,1
"QALYUBIYYA","287",100,1
"QAMESHLI","475",100,1
"QAMISHLO","475",100,1
"QAMISHLOH","475",100,1
"QAMISLHLI","475",100,1
"QAMSCHLI","475",100,1
"QAMSHLI","475",100,1
"QAMSIHLI","475",100,1
"QANAQERAVAN","422",100,1
"QANTARA OCHAN","475",100,1
"QARA HALANJ","475",100,1
"QARAH HALANJ","475",100,1
"QARMANIA","475",100,1
"QASHBAH","475",100,1
"QASHMILI","475",100,1
"QATMA ALEPPO","475",100,1
"QAWALKHEL","423",100,1
"QELAY BEALTET","224",100,1
"QEMA","287",100,1
"QESCHM","439",100,1
"QESHM","439",100,1
"QEUER","438",100,1
"QHTANIEA","475",100,1
"QIKATOVE E RE","132",100,1
"QINGHAI","479",100,1
"QINGTIAN","151",100,1
"QINGTIAN-ZHEJIANG","161",100,1
"QNAITRA","475",100,1
"QNINES","475",100,1
"QORYOLEY","273",100,1
"QORYOOLEY","273",100,1
"QOUTAN","475",100,1
"QUAMISCHLI","475",100,1
"QUAMISCHLO","475",100,1
"QUAMISHLI","475",100,1
"QUAMISHLO","475",100,1
"QUAMSHLI","475",100,1
"QUANAITRA","475",100,1
"QUANG NAM","432",100,1
"QUANIZARTH","252",100,1
"QUB ELIAS","451",100,1
"QUBA","425",100,1
"QUCHAN","439",100,1
"QUDSAYA","475",100,1
"QUED EL ABTAL","221",100,1
"QUEIMADAS BAHIA","327",100,1
"QUEIRIGA","153",100,1
"QUELLENGRUND","152",100,1
"QUENA","287",100,1
"QUENITRA","475",100,1
"QUETTA","423",100,1
"QUEZON","462",100,1
"QUEZON-CITY","462",100,1
"QUIERSCHIED-SAAR","151",100,1
"QUILMES","137",100,1
"QUIMBELE","223",100,1
"QUINAITRA","475",100,1
"QUINATRA","475",100,1
"QUINTANA ROO","353",100,1
"QUINTRA","475",100,1
"QUM","438",100,1
"QUMALK","475",100,1
"QUNAIRTRA","475",100,1
"QUNAIS","475",100,1
"QUNAITRA CENTER","475",100,1
"QUNATTRA","475",100,1
"QUNITRA","475",100,1
"QUOI SON","432",100,1
"QUOI-SON","432",100,1
"QUOI-THIEN VUNG-LIEM CUU-LONG","432",100,1
"QURIAH","475",100,1
"QURT-OUSHAHJE","475",100,1
"QUSEIBA","475",100,1
"QUYET THANG","432",100,1
"QUYNH LAM QUYNH LUU NGHE AN","432",100,1
"QYLAGE","150",100,1
"R'KIZ","239",100,1
"R.HRVATSKA","130",100,1
"RA'S-AL'-AIN","475",100,1
"RAAS E-AIN","475",100,1
"RABAA KDIM ITZER","252",100,1
"RABANALES","161",100,1
"RABAT HASSAN","252",100,1
"RABIA-TAL LAFAR-NINAWA","438",100,1
"RABIE","121",100,1
"RACACIUNI","154",100,1
"RACAK","150",100,1
"RACCA","475",100,1
"RACHIW","166",100,1
"RACIBORZ OS","152",100,1
"RACLAWICE","152",100,1
"RADANOVO","125",100,1
"RADESTI","154",100,1
"RADIBUSH","144",100,1
"RADIKOVCI","130",100,1
"RADNEVO","125",100,1
"RADOMIR","125",100,1
"RADOMSKA","152",100,1
"RADOMYSCHL","166",100,1
"RADOMYSHK","166",100,1
"RADOMYSHL","166",100,1
"RADOMYSL WIELKI","152",100,1
"RADOSTE","150",100,1
"RADUJEWKA","444",100,1
"RADVILISKIS","142",100,1
"RADWAN","152",100,1
"RADYMNO","152",100,1
"RADYSY","152",100,1
"RADYVYLIVSKYJ","166",100,1
"RADYVYLSKIJ","166",100,1
"RADYWYLIW","166",100,1
"RAEWSKI","444",100,1
"RAFAHIYE","163",100,1
"RAHOVE","150",100,1
"RAIDHARANA PUNJAB","436",100,1
"RAIHORODOK","166",100,1
"RAIN-ARAB","475",100,1
"RAINCI","122",100,1
"RAINCI DONJI","122",100,1
"RAIOGORODOK","444",100,1
"RAJCZA","152",100,1
"RAJKOVAC","170",100,1
"RAJON IALOVENI","146",100,1
"RAJON ROSDOLNE","166",100,1
"RAJPURA","436",100,1
"RAJSKO","152",100,1
"RAKA","475",100,1
"RAKAH","475",100,1
"RAKAJ","150",100,1
"RAKITJANKA","160",100,1
"RAKITOVO","125",100,1
"RAKOVAC","170",100,1
"RAKOVSKI","125",100,1
"RAKOVSKOVO","125",100,1
"RAKOVSSKI","125",100,1
"RAKOWITZ","152",100,1
"RAM PURA","153",100,1
"RAMACCA","137",100,1
"RAMADI ALANBAR","438",100,1
"RAMANTHAPUR","436",100,1
"RAMAPURAM","436",100,1
"RAMAZANLI","163",100,1
"RAMECHHAP","458",100,1
"RAMICI","122",100,1
"RAMICU SARAT","154",100,1
"RAMICU VACEA","154",100,1
"RAMINCU SARAT","154",100,1
"RAMINGSTEIN","151",100,1
"RAMINICU SARAT","154",100,1
"RAMISHLY","475",100,1
"RAMMICU SARAT","154",100,1
"RAMNICU","154",100,1
"RAMNICU SARAT BUZAU","154",100,1
"RAMNICU-SARAT","154",100,1
"RAMNICU-VALCEA","154",100,1
"RAMOTSWA","227",100,1
"RAMPUR AMBALA","436",100,1
"RAMSAU","152",100,1
"RAMSOWO","152",100,1
"RANCHI","436",100,1
"RANCICI","122",100,1
"RANDSDORF","152",100,1
"RANIA SULAIMANIYYA","438",100,1
"RANSDORF","152",100,1
"RAOEA","475",100,1
"RAPARIN-ERBIL","438",100,1
"RAPLASKI","160",100,1
"RAQUL","423",100,1
"RAS ALAIN","475",100,1
"RAS ALAYN","475",100,1
"RAS ALMAARA","475",100,1
"RAS DJEBEL","285",100,1
"RAS EL MA","252",100,1
"RAS EL MA NADOR","252",100,1
"RAS ELAIN","475",100,1
"RAS TABOUDA","252",100,1
"RAS-ALAIN","475",100,1
"RAS-JEBEL","285",100,1
"RASA","122",100,1
"RASADIYE","163",100,1
"RASDOLNOJE","160",100,1
"RASEM ENIAS","475",100,1
"RASGRAD","125",100,1
"RASHAN","150",100,1
"RASHNAPOJE","121",100,1
"RASIDI","163",100,1
"RASJESD","444",100,1
"RASKA","170",100,1
"RASKA GORA","130",100,1
"RASLINA","130",100,1
"RASLJEVA","122",100,1
"RASM AL-AHMAR","475",100,1
"RASM SAYALA","475",100,1
"RASMI NIAS","475",100,1
"RASS EL MA","252",100,1
"RASS EL MAR","252",100,1
"RASSEL AYN HASSAKA","475",100,1
"RASSET","160",100,1
"RASSKAZOWO","160",100,1
"RASSVET","160",100,1
"RASTAM","475",100,1
"RASTANE","170",100,1
"RATIBORHAMMER","152",100,1
"RATKOC","150",100,1
"RATNAGIRI","436",100,1
"RATNAPURA","431",100,1
"RATTAN GAHR","436",100,1
"RAUSHIQ-PEJE","170",100,1
"RAVENA","130",100,1
"RAWA MAZOWIECKA","152",100,1
"RAWEA","475",100,1
"RAWICZ","152",100,1
"RAYLEIGH","168",100,1
"RAYON KYJEWO-SWAJATOSCHYNSKYJ","166",100,1
"RAYON SOBINSKI","160",100,1
"RAYON USPENSKI","444",100,1
"RAZAR","163",100,1
"RAZGARD","125",100,1
"RAZGRAT","163",100,1
"RAZKRIZJE","131",100,1
"RAZLOG","125",100,1
"RAʾS AL-ʿAIN","475",100,1
"RDOVO","170",100,1
"REAL DE SAN VICENTE","161",100,1
"REBRICEA","154",100,1
"REBRICHA","160",100,1
"RECANATI","232",100,1
"RECAREI","153",100,1
"RECENICA","170",100,1
"RECHAF","451",100,1
"RECIFE-PEREIRA","161",100,1
"RECKLUINGHAUSEN","163",100,1
"RECONQUISTA","137",100,1
"RECZ","152",100,1
"RECZYCE","152",100,1
"RED SEA","287",100,1
"REDON","154",100,1
"REFAHIYE","163",100,1
"REGENWALDE","152",100,1
"REGGIO DI CALABRIA","137",100,1
"REGGIO NELL EMILIA","130",100,1
"REGGIO NELL' EMILIA","137",100,1
"REGIERUNGSBEZIRK NAKHON S","476",100,1
"REGINA MARIA","146",100,1
"REGIO DI CALABRIA","137",100,1
"REGION CHARKIW","166",100,1
"REGION CHERKASK","166",100,1
"REGION DNIPROPETROVSKA","166",100,1
"REGION DONEZK","166",100,1
"REGION LVIV","166",100,1
"REGION POLTAWA","166",100,1
"REGION WORONESCH","166",100,1
"REICHENBACH-VOGTLAND","438",100,1
"REINSCHDORF","152",100,1
"REJICH","285",100,1
"REJOWIEC FABRYCZNY","152",100,1
"REKAVA","438",100,1
"REKLE","152",100,1
"REMIWKA","166",100,1
"RENGIN","427",100,1
"RENKUM","148",100,1
"RENTON","168",100,1
"REP. MOLDAU","154",100,1
"REPIBLICA MOLDAVIA","154",100,1
"REPISTE","170",100,1
"REPS","154",100,1
"REPUBLIC OF","169",100,1
"REPUBLIC OF ARMENIA","422",100,1
"REPUBLICA MOLDAVA LOC. CALASRASI","154",100,1
"REPUBLICA MOLDAVA LOC. CRIULENI","154",100,1
"REPUBLICA MOLDIVA","146",100,1
"REPUBLICA MOLDOVA LOC. ABACLIA","154",100,1
"REPUBLICA MOLDOVA LOC. COBUSCA NOUA","154",100,1
"REPUBLICA MOLDOVA LOC. PUHACENI","154",100,1
"REPUBLICA MOLDOVA LOC. RIBNITA","154",100,1
"REPUBLICA MOLDOVA LOC. SPEIA","154",100,1
"REPUBLICA MOLDOVA LOC.CHISINAU","154",100,1
"REPUBLICA MOLDOVA LOC.SAMALIA","154",100,1
"REPUBLIK MOLDAVA","146",100,1
"REPUBLIK MOLDAVIEN","146",100,1
"REPUBLIKA MOLDOVA","146",100,1
"REPUBLIKA SRBIJA","170",100,1
"RESADIJE","163",100,1
"RESADISE","163",100,1
"RESEN","144",100,1
"RESHTAN-SUHAREKE","132",100,1
"RESIFE","327",100,1
"RESITA CARAS SEVERIN","154",100,1
"RESNIK VUCITRN","170",100,1
"RESSALA","438",100,1
"REST","132",100,1
"RESTANE","150",100,1
"RESULLU","163",100,1
"RESUTTANO","137",100,1
"RETIMLJE ORAHOVAC","170",100,1
"RETIMNO","125",100,1
"RETSCHIZA","166",100,1
"RETSCHYZA","166",100,1
"REYFEZ (TURKEI","163",100,1
"REYKJAVIK","136",100,1
"REZAIYE","439",100,1
"REZGARI","438",100,1
"RG","137",100,1
"RHEDA","152",100,1
"RHEIN","152",100,1
"RHENEN","148",100,1
"RHO","154",100,1
"RHODOLEIROS","134",100,1
"RHOON","148",100,1
"RIAHOVO","125",100,1
"RIBAFORADA","154",100,1
"RIBAR I MADH","150",100,1
"RIBEIRA DA PENA","153",100,1
"RIBEIRAO PRETO","327",100,1
"RIBERA","137",100,1
"RIBNICA","122",100,1
"RIBNITATRANSNISTRIEN","146",100,1
"RIBNOVO","125",100,1
"RICCI","137",100,1
"RICHITELE","137",100,1
"RICICA","130",100,1
"RICSE","165",100,1
"RIEF ALEPPO","475",100,1
"RIEF DAMASKUS","475",100,1
"RIESENBURG","152",100,1
"RIESI","137",100,1
"RIF-DAMASCUS","475",100,1
"RIF-DAMASKUS","475",100,1
"RIFSHAM","475",100,1
"RIGNANO GARGANICO","137",100,1
"RIHA","451",100,1
"RIHAN","451",100,1
"RIHANIA","475",100,1
"RIIHIMAKI","128",100,1
"RIJEHA","144",100,1
"RIJNSBURG","148",100,1
"RILIZAN","221",100,1
"RIMANOW","152",100,1
"RIMAVSKA SOBTA","155",100,1
"RIMNICU","154",100,1
"RIMNICU VILCEA JUD. VILCEA","154",100,1
